TABLE_NAME;NOTE;ACTIVE;DATA_TYPE;REFRESH_PERIOD;DELETE_PERIOD;FROM_CLAUSE;WHERE_CLAUSE;DATA_LEVEL;PARENT_LEVEL;PARENT2_LEVEL;VENDOR_ID;PARTITION_ID;DATE_FIELD;NE_FIELD;LOAD_TYPE;DATE_AGGREGATE_TYPES;RAW_TABLE_COUNT
STP_C7SLSET;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_SIGNAL_PERF_LINK_SET_UNAV A, NORTHI_DATA.LIST_STP_C7SLSET X;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.C7SLSET_NAME AND A.DATA_DATE=XDATA_DATE;C7SLSET;STP;NULL;38;107;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
STP_HS7SL1;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_HIGH_SPEED_SIGN_LINK_PERF A, NORTHI_DATA.LIST_STP_HS7SL1 X;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.HS7SL1_NAME AND A.DATA_DATE=XDATA_DATE;HS7SL1;STP;NULL;38;108;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
STP_LOAS;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_PROCESSOR_LOAD A , NORTHI_DATA.LIST_STP_LOAS X;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.LOAS_NAME AND A.DATA_DATE=XDATA_DATE;LOAS;STP;NULL;38;109;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
STP_M2PASLMT1;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_M2PA A, NORTHI_DATA.LIST_STP_M2PASLMT1 X;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.M2PASLMT1_NAME AND A.DATA_DATE=XDATA_DATE;M2PASLMT1;STP;NULL;38;110;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
STP_M3ASSOC;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_ASSOC_AVAILABILITY A, NORTHI_DATA.LIST_STP_M3ASSOC X ;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.M3ASSOC_NAME AND A.DATA_DATE=XDATA_DATE;M3ASSOC;STP;NULL;38;111;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
STP_M3DATA;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_DATA_MESS_TRAN_SUCC_RT A, NORTHI_DATA.LIST_STP_M3DATA X ;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.M3DATA_NAME AND A.DATA_DATE=XDATA_DATE;M3DATA;STP;NULL;38;112;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
STP_M3DEST1;NULL;1;15Mins;30;60;NORTHI_PARSER.STP_DEST_ACCESS A, NORTHI_DATA.LIST_STP_M3DEST1 X;A.NE_NAME = X.STP_NAME AND A.OBJECT_NAME =X.M3DEST1_NAME AND A.DATA_DATE=XDATA_DATE;M3DEST1;STP;NULL;38;113;FRAGMENT_DATE;NETWORK_ID;3;NULL;1
HONBR3TO3;NULL;1;HALFLY;60;60;HIZIR2.M2_MEAS_CELL_UMTS_CELL A, NORTHI_DATA.NBR_3G_CELL B, NORTHI_DATA.LIST_RNC_NODEB_CELL X;A.NETWORK_ID=X.CELL_ID AND  A.TARGET_RNCID= B.RNCID AND A.TARGET_CI=B.CI ;CELL;NULL;NULL;4;115;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HONBR3TO2;NULL;1;HALFLY;60;60;"HIZIR2.M2_MEAS_CELL_INTRAT_CELL A,NORTHI_DATA.NBR_2G_CELL B, NORTHI_DATA.LIST_RNC_NODEB_CELL X
";"A.NETWORK_ID=X.CELL_ID AND A.TARGET_MCC = B.MCC AND
A.TARGET_MNC = B.MNC AND
A.TARGET_LAC = B.LAC AND
A.TARGET_CI = B.CI";CELL;NULL;NULL;4;164;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
ALUSDHSTS;NULL;1;15Mins;15;10;NORTHI_PARSER.ALUSDH_STATISTICS  A ,NORTHI_DATA.LIST_ALUSDH X;PERIOD=XDATA_DATE AND A.NE=X.NE_NAME AND A.TP=X.TP_NAME;NULL;NULL;NULL;33;0;FRAGMENT_DATE;NE;3;NULL;1
CGRSTS;NULL;1;HOURLY;60;60;"(
SELECT 
A.DATA_DATE,
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1) ""MSC"",
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'=',1,1)+1,INSTR(A.OBJECT_NAME,',',1,1)-INSTR(A.OBJECT_NAME,'=',1,1)-1) ""CGR"",
C84163214 ANS_TIMES_INC,
C84163303 ANS_TIMES_OUT,
C84163231 CALL_COMP_RATE_INC,
C84163220 CALLEE_BT_INC,
C84163319 CALLEE_BT_OUT,
C84163217 COMM_RES_APPL_FAIL_INC,
C84163222 NO_ANS_AFTER_RING_INC,
C84163323 NO_ANS_AFTER_RING_OUT,
C84163225 NUM_OF_AVAIL_CIRC_INC,
C84163325 NUM_OF_AVAIL_CIRC_OUT,
C84163224 NUM_OF_INSTAL_CIRC_INC,
C84163324 NUM_OF_INSTAL_CIRC_OUT,
C84163304 OVERFLOW_TIMES_OUT,
C84163221 RELEASES_AFT_RING_INC,
C84163322 RELEASES_AFT_RING_OUT,
C84163210 SEIZ_TIMES_INC,
C84163301 SEIZ_TIMES_OUT,
C84163300 SEIZURE_ATTEMPTS_OUT,
C84163237 SEIZURE_TRAFF_INC,
C84163338 SEIZURE_TRAFF_OUT,
C84152802 SUCC_TRF_CH_ASS_GSM,
C84152801 TRF_CH_ASS_REQ_GSM,
C84152852 SUCC_TRF_CH_ASS_WCDMA,
C84152851 TRF_CH_ASS_REQ_WCDMA,
C84164586 VP_CALL_ATTEMPTS_OUT,
C84163651 VP_CALL_COMP_TIME_INC,
C84163682 VP_CALL_COMP_TIME_OUT,
0 ADDR_INVAL_TIMES_INC,
0 ADDR_INVAL_TIMES_OUT,
0 CALLEE_NO_ANS_TIME_INC,
0 CALLEE_NO_ANS_TIME_OUT,
0 CONGESTION_TIMES_INC,
0 CONGESTION_TIMES_OUT,
0 CONTROL_DUAL_SEIZ_TIME_OUT,
0 NONCONTROL_DUAL_SEIZ_TIME_OUT,
0 RELEASES_BEF_RING_INC,
0 RELEASES_BEF_RING_OUT,
0 SPEC_SIGN_TONE_PLAY_TIMES_INC,
0 SPEC_SIGN_TONE_PLAY_TIMES_OUT,
0 SUBSC_ABSENT_TIMES_INC,
0 SUBSC_ABSENT_TIMES_OUT,
0 SUBSC_SERV_BARR_TIMES_INC,
0 SUBSC_SERV_BARR_TIMES_OUT,
0 TRUNK_RESELECT_TIMES_OUT,
0 USER_BUSY_TIMES_INC,
0 USER_BUSY_TIMES_OUT,
0 USER_DET_USER_BUSY_TIMES_INC,
0 USER_DET_USER_BUSY_TIMES_OUT,
0 VP_RING_TIMES_INC,
0 VP_SEIZ_TIMES_INC,
0 VP_RING_TIMES_OUT,
0 VP_SEIZ_TIMES_OUT
FROM
NORTHI_PARSER_KKTC.HWC_INCOME_CALLS_MOBILE_OFFICE A LEFT OUTER JOIN 
NORTHI_PARSER_KKTC.HWC_OUTGO_CALLS_MOBILE_OFFICE B ON (A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE=B.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER_KKTC.HWC_GSM_ASSIGNMENT C ON (A.OBJECT_NAME=REPLACE(C.OBJECT_NAME,'BSC ') AND A.DATA_DATE=C.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER_KKTC.HWC_WCDMA_ASSIGNMENT D ON (A.OBJECT_NAME=REPLACE(D.OBJECT_NAME,'RNC ') AND A.DATA_DATE=D.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER_KKTC.HWC_INCOME_TRF_MOBILE_OFFICE E ON (A.OBJECT_NAME=REPLACE(REPLACE(E.OBJECT_NAME,'BSC '),'RNC ') AND A.DATA_DATE=E.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER_KKTC.HWC_OUTGO_TRF_MOBILE_OFFICE F ON (A.OBJECT_NAME=REPLACE(REPLACE(F.OBJECT_NAME,'BSC '),'RNC ') AND A.DATA_DATE=F.DATA_DATE)
WHERE A.DATA_DATE=XDATA_DATE
UNION ALL
SELECT A.DATA_DATE,
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1) ""MSC"",
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'=',1,1)+1,INSTR(A.OBJECT_NAME,',',1,1)-INSTR(A.OBJECT_NAME,'=',1,1)-1) ""CGR"",
C84154647,
C84154688,
0,
0,
0,
0,
0,
0,
C84154658,
C84154703,
C84154656,
C84154701,
C84154691,
C84154663,
C84154708,
C84154645,
C84154686,
C84154685,
C84154650,
C84154695,
0,
0,
0,
0,
0,
0,
0,
C84154668,
C84154713,
C84154665,
C84154710,
C84154672,
C84154717,
C84154692,
C84154693,
C84154662,
C84154707,
C84154671,
C84154716,
C84154669,
C84154714,
C84154670,
C84154715,
C84154694,
C84154667,
C84154712,
C84154666,
C84154711,
C84154766,
C84154765,
C84154787,
C84154785
FROM NORTHI_PARSER_KKTC.HWC_INCOME_TRF_TRUNK_OFFICE A,
     NORTHI_PARSER_KKTC.HWC_OUTGO_TRF_TRUNK_OFFICE B ,
     NORTHI_PARSER_KKTC.HWC_VP_INCOME_TRF_TRUNK_OFFICE C,
     NORTHI_PARSER_KKTC.HWC_VP_OUTGO_TRF_TRUNK_OFFICE D    
WHERE  A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE=B.DATA_DATE AND
       A.OBJECT_NAME=C.OBJECT_NAME AND A.DATA_DATE=C.DATA_DATE AND
       A.OBJECT_NAME=D.OBJECT_NAME AND A.DATA_DATE=D.DATA_DATE AND
       A.DATA_DATE=XDATA_DATE
)A, NORTHI_DATA.LIST_KMSC_CGR X ";A.MSC=X.MSC_NAME AND A.CGR=X.CGR AND A.DATA_DATE=XDATA_DATE;NULL;NULL;NULL;21;49;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';10
PAGSTS;NULL;1;HOURLY;60;60;"(
SELECT DATA_DATE,
SUBSTR(OBJECT_NAME,1,INSTR(OBJECT_NAME,'/',1,1)-1) ""MSC"",
SUM(C84152185) N_FIRST_PAG_TO_A_INT,
SUM(C84152186) N_FIRST_PAG_RESP_FROM_A_INT,
SUM(C84152190) N_FIRST_PAG_RESP_FROM_IU_INT,
SUM(C84152187) N_REP_PAG_TO_A_INT,
SUM(C84152191) N_REP_PAG_TO_IU_INT,
SUM(C84152188) N_REP_PAG_RESP_FROM_A_INT,
SUM(C84152192) N_REP_PAG_RESP_FROM_IU_INT,
SUM(C84152197) N_FIRST_PAG_IN_CALLS,
SUM(C84152200) N_RESP_TO_REP_PAG_IN_CALLS,
SUM(C84152204) N_RESP_TO_REP_PAG_IN_SMS,
SUM(C84152201) N_FIRST_PAG_IN_SMS,
SUM(C84152198) N_RESP_TO_FIRST_PAG_IN_CALL,
SUM(C84152202) N_RESP_TO_FIRST_PAG_IN_SMS,
SUM(C84152189) N_FIRST_PAG_TO_IU_INT
FROM NORTHI_PARSER_KKTC.HWC_PAGING 
WHERE  DATA_DATE=XDATA_DATE
GROUP BY DATA_DATE,SUBSTR(OBJECT_NAME,1,INSTR(OBJECT_NAME,'/',1,1)-1) ) A, NORTHI_PARSER_KKTC.HWC_BASIC_SERVICES B, NORTHI_DATA.LIST_KMSC X";A.DATA_DATE=B.DATA_DATE AND A.MSC=SUBSTR(B.OBJECT_NAME,1,INSTR(B.OBJECT_NAME,'/',1,1)-1) AND A.MSC= X.MSC_NAME AND A.DATA_DATE=XDATA_DATE;NULL;NULL;NULL;21;0;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';2
M3UALINKSTS;NULL;1;HOURLY;60;60;NORTHI_PARSER_KKTC.HWC_TRAF_OVER_M3UA_SIGNAL_LINK A, NORTHI_DATA.LIST_KMSC_M3UALINK X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1)=X.MSC_NAME AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,',',1,1)+1,INSTR(OBJECT_NAME,',',1,2)-INSTR(OBJECT_NAME,',',1,1)-1)=X.MN_NAME AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'=',1,1)+1,INSTR(OBJECT_NAME,',',1,1)-INSTR(OBJECT_NAME,'=',1,1)-1)=X.M3UALINK_NAME AND A.DATA_DATE=XDATA_DATE;M3UALINK;MN;MSC;21;51;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
H248LINKSTS;NULL;1;HOURLY;60;60;NORTHI_PARSER_KKTC.HWC_TRAF_OVER_H248_SCTP_LINKS A, NORTHI_DATA.LIST_KMSC_H248LINK X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,1)-1)=X.MSC_NAME AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'=',1,4)+1,INSTR(OBJECT_NAME,',',1,3)-INSTR(OBJECT_NAME,'=',1,4)-1)=X.H248LINK_NAME AND DATA_DATE=XDATA_DATE;H248LINK;MSC;NULL;21;52;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
IMSSTS;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_IBCF_SESSION_MEASUREMENT A,NORTHI_PARSER.IMS_IBCF_ONLINE_SES_MEAS B, NORTHI_DATA.LIST_SBC_IBCF X  LEFT OUTER JOIN NORTHI_DATA.LIST_SBC_SESS_CAPACITY Y ON (SUBSTR(X.SBC_NAME,1,INSTR(X.SBC_NAME,'0',1)-1)=Y.SBC_NAME);SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)= X.SBC_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1)=IBCF_NAME AND A.OBJECT_NAME=B.OBJECT_NAME AND A.DATA_DATE=B.DATA_DATE  AND A.DATA_DATE=XDATA_DATE;IBCF;SBC;NULL;34;82;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';2
SBC_BOARD;NULL;1;HOURLY;60;60;NORTHI_PARSER.IMS_BOARD_RESOURCE_MEAS A, NORTHI_DATA.LIST_SBC_BOARD X;SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1)-1)= SBC_NAME AND SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1)=BOARD_NAME AND A.DATA_DATE=XDATA_DATE;BOARD;SBC;NULL;34;83;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
G_ACCTBILLINGGW;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNACCTBILLINGGATEWAYTABLE A, NORTHI_DATA.LIST_GGSN_GW GW;A.GGSNACCTBILLINGGATEWAYADDRESS=GW.GW_NAME AND A.GGSN_NAME=GW.GGSN_NAME;ACCBILGTWAYADDRS;GGSN;NULL;17;54;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_ALARMINFO;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNALARMINFO A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_APNFBC;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNAPNFBCSTATSTABLE A, NORTHI_DATA.LIST_GGSN_FBC X;ENTRY_NO=FBC_NO AND A.GGSN_NAME=X.GGSN_NAME;FBC;GGSN;NULL;17;56;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_APNFBCCCAS;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNAPNFBCCCASSTATSTABLE A, NORTHI_DATA.LIST_GGSN_FBC_CCAS X;ENTRY_NO=CCAS_NO AND A.GGSNAPNFBCCCASNAME=X.CCAS_NAME;CCAS;FBC;GGSN;17;57;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_APNRADACCTSRV;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNAPNRADIUSACCTSERVERSSTATS A, NORTHI_DATA.LIST_GGSN_APN_ACCT X;A.GGSN_NAME=X.GGSN_NAME AND ENTRY_NO=ACCT_NO;ACCTSERVER;APN;GGSN;17;58;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_APNRADAUTHSRV;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNAPNRADIUSAUTHSERVERSSTATS A, NORTHI_DATA.LIST_GGSN_APN_AUTH X;A.GGSN_NAME=X.GGSN_NAME AND ENTRY_NO=AUTH_NO;AUTHSERVER;APN;GGSN;17;59;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_APNSTAT;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNAPNSTATSTABLE A, NORTHI_DATA.LIST_GGSN_APN X;A.GGSN_NAME=X.GGSN_NAME AND GGSNAPNNAME=APN_NAME;APN;GGSN;NULL;17;60;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_CHARGINGINFO;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNCHARGINGINFO A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_DLTRAFFINFO;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNDOWNLINKTRAFFICINFO A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_FBCAUTH;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNFBCAUTHSTATS A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_FBCDIAMAPPLSYS;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNFBCDIAMAPPLSYSSTATSTABLE A, NORTHI_DATA.LIST_GGSN_FBCDI X;A.GGSN_NAME=X.GGSN_NAME AND ENTRY_NO=FBCDI_NO;GGSN;FBCDI;NULL;17;65;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GLOBAL;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGLOBALSTATS A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GGSNFBC;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNFBCSTATS A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPC;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPCTABLE A,NORTHI_DATA.LIST_GGSN_GTPC X;A.GGSN_NAME=X.GGSN_NAME AND A.GGSNGTPCADDRESS=GTPC_NAME;GTPC;GGSN;NULL;17;61;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPERROR;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPERRORSTATS A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPPR;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPPRSTATS A,NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPPRERROR;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPPRERRORSTATS A,NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPSTAT;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPSTATS A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPT;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPTTABLE A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_GTPU;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNGTPUTABLE A, NORTHI_DATA.LIST_GGSN_GTPU X;A.GGSN_NAME=X.GGSN_NAME AND A.GGSNGTPUADDRESS=X.GTPU_NAME;GTPU;GGSN;NULL;17;62;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_IP;NULL;1;15Mins;15;10;NORTHI_PARSER.IP A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_L2TPTUNNEL;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNL2TPTUNNELSTATSTABLE A,NORTHI_DATA.LIST_GGSN_L2TP X;A.GGSN_NAME=X.GGSN_NAME AND A.GGSNL2TPTUNNELREMOTEIP=X.REMOTE_NAME AND A.GGSNL2TPTUNNELLOCALTID=X.LOCAL_NAME;L2LOCAL;L2REMOTE;GGSN;17;63;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_PDPCONT;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNPDPCONTEXTSSTATSATTEMPTED A,NORTHI_PARSER.GGSNPDPCONTEXTSSTATSCOMPLETED B,NORTHI_PARSER.GGSNPDPCONTEXTSSTATSFAILED C,NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=B.GGSN_NAME AND A.DATA_DATE=B.DATA_DATE AND A.GGSN_NAME=C.GGSN_NAME AND A.DATA_DATE=C.DATA_DATE AND A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';3
G_PICSTAT;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNPICSTATSTABLE A, NORTHI_DATA.LIST_GGSN_PIC X;A.GGSN_NAME=X.GGSN_NAME AND A.ENTRY_NO=X.PIC_NAME;PIC;GGSN;NULL;17;64;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_SGSNSTATS;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNSGSNSTATSTABLE A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
G_ULTRAFFINFO;NULL;1;15Mins;15;10;NORTHI_PARSER.GGSNUPLINKTRAFFICINFO A, NORTHI_DATA.LIST_GGSN X;A.GGSN_NAME=X.GGSN_NAME;GGSN;NULL;NULL;17;55;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGBSSGP;NULL;1;15Mins;60;15;"NORTHI_PARSER.SGSN_BSSGP_BSSGP_IND A,
          NORTHI_DATA.LIST_SGSNE X";A.SGSN_NAME=X.SGSN_NAME;SGSN;NULL;NULL;16;66;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGBSSGPI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_BSSGP_BSSGP A,NORTHI_DATA.LIST_SGSNE_NSEI X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.NSEI_NAME;NSEI;SGSN;NULL;16;67;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SGETHI;NULL;1;15Mins;60;15;NORTHI_PARSER.SGSN_ETHERNET_ETH A,NORTHI_DATA.LIST_SGSNE_ETH X;A.SGSN_NAME=X.SGSN_NAME AND A.MOID=X.MOID;PORT;SLOT;MAG;16;68;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
PCRF_DIAMRAPCEFPEERSTS;NULL;1;15Mins;15;10;NORTHI_PARSER.PCRF_DIAMETERMRAPCEFPEERSTATS A, NORTHI_DATA.LIST_PCRF_ELEMENT X;DATA_DATE=XDATA_DATE AND A.NE=X.NE_NAME AND A.NAME=X.ELEMENT_NAME;NULL;NULL;NULL;35;98;FRAGMENT_DATE;NE;3;NULL;1
